"Date","Time","Open","High","Low","Close","TotalVolume"
3/4/2023,21:47:00,20524,20543,20520,20537,91
3/4/2023,21:48:00,20540,20545,20531,20545,46
3/4/2023,21:49:00,20548,20555,20547,20551,51
3/4/2023,21:50:00,20548,20548,20536,20546,44
3/4/2023,21:51:00,20548,20548,20531,20532,46
3/4/2023,21:52:00,20530,20536,20525,20533,57
3/4/2023,21:53:00,20535,20546,20515,20517,144
3/4/2023,21:54:00,20518,20534,20517,20527,47
3/4/2023,21:55:00,20529,20534,20518,20519,56
3/4/2023,21:56:00,20517,20517,20503,20505,79
3/4/2023,21:57:00,20506,20508,20495,20495,61
3/4/2023,21:58:00,20494,20507,20487,20503,99
3/4/2023,21:59:00,20500,20500,20486,20486,42
3/4/2023,22:00:00,20486,20497,20481,20494,46
3/4/2023,22:01:00,20498,20527,20498,20523,80
3/4/2023,22:02:00,20525,20544,20514,20523,116
3/4/2023,22:03:00,20523,20543,20523,20536,42
3/4/2023,22:04:00,20538,20541,20521,20524,48
3/4/2023,22:05:00,20535,20537,20525,20533,36
3/4/2023,22:06:00,20538,20538,20522,20526,19
3/4/2023,22:07:00,20522,20523,20514,20520,34
3/4/2023,22:08:00,20521,20540,20514,20535,39
3/4/2023,22:09:00,20537,20544,20535,20535,36
3/4/2023,22:10:00,20535,20542,20530,20530,28
3/4/2023,22:11:00,20530,20539,20520,20520,30
3/4/2023,22:12:00,20522,20524,20511,20518,38
3/4/2023,22:13:00,20520,20525,20512,20518,70
3/4/2023,22:14:00,20516,20523,20515,20515,33
3/4/2023,22:15:00,20517,20523,20509,20513,35
3/4/2023,22:16:00,20513,20519,20511,20516,41
3/4/2023,22:17:00,20516,20519,20507,20517,56
3/4/2023,22:18:00,20516,20526,20516,20520,36
3/4/2023,22:19:00,20527,20535,20525,20535,25
3/4/2023,22:20:00,20535,20541,20535,20539,41
3/4/2023,22:21:00,20541,20542,20537,20539,24
3/4/2023,22:22:00,20539,20547,20533,20547,67
3/4/2023,22:23:00,20548,20552,20537,20540,43
3/4/2023,22:24:00,20540,20542,20529,20530,44
3/4/2023,22:25:00,20530,20533,20529,20530,15
3/4/2023,22:26:00,20532,20538,20531,20532,33
3/4/2023,22:27:00,20534,20539,20523,20526,27
